"id","fingerprint","createdAt","updatedAt","student","subject"
"388","http://www.google.com","2022-09-04","2022-10-02","VU4F1920045","12"
"389","http://www.google.com","2022-08-31","2022-10-02","VU4F1920049","11"
"390","http://www.google.com","2022-09-07","2022-10-02","VU4F1920043","27"
"391","http://www.google.com","2022-09-08","2022-10-02","VU4F1920001","12"
"392","http://www.google.com","2022-09-01","2022-10-02","VU4F1920011","30"
"393","http://www.google.com","2022-09-12","2022-10-02","VU4F1920023","26"
"394","http://www.google.com","2022-09-15","2022-10-02","VU4F1920028","26"
"395","http://www.google.com","2022-09-01","2022-10-02","VU4F1920036","16"
"396","http://www.google.com","2022-09-08","2022-10-02","VU4F1920040","33"
"397","http://www.google.com","2022-09-28","2022-10-02","VU4F1920045","12"
"398","http://www.google.com","2022-09-08","2022-10-02","VU4F1920049","11"
"399","http://www.google.com","2022-09-06","2022-10-02","VU4F1920043","27"
"400","http://www.google.com","2022-09-07","2022-10-02","VU4F1920001","12"
"401","http://www.google.com","2022-09-13","2022-10-02","VU4F1920023","30"
"402","http://www.google.com","2022-09-26","2022-10-02","VU4F1920028","30"
"403","http://www.google.com","2022-09-13","2022-10-02","VU4F1920036","16"
"404","http://www.google.com","2022-09-15","2022-10-02","VU4F1920040","33"
"405","http://www.google.com","2022-09-29","2022-10-02","VU4F1920045","12"
"406","http://www.google.com","2022-09-01","2022-10-02","VU4F1920049","11"
"407","http://www.google.com","2022-09-26","2022-10-02","VU4F1920043","31"
"408","http://www.google.com","2022-09-27","2022-10-02","VU4F1920001","16"
"409","http://www.google.com","2022-08-31","2022-10-02","VU4F1920023","30"
"410","http://www.google.com","2022-09-07","2022-10-02","VU4F1920028","30"
"411","http://www.google.com","2022-09-06","2022-10-02","VU4F1920036","16"
"412","http://www.google.com","2022-09-05","2022-10-02","VU4F1920040","33"
"413","http://www.google.com","2022-09-13","2022-10-02","VU4F1920045","12"
"414","http://www.google.com","2022-09-18","2022-10-02","VU4F1920049","11"
"415","http://www.google.com","2022-09-14","2022-10-02","VU4F1920043","31"
"416","http://www.google.com","2022-09-22","2022-10-02","VU4F1920001","16"
"417","http://www.google.com","2022-09-06","2022-10-02","VU4F1920023","30"
"418","http://www.google.com","2022-09-18","2022-10-02","VU4F1920028","30"
"419","http://www.google.com","2022-09-28","2022-10-02","VU4F1920040","33"
"420","http://www.google.com","2022-09-05","2022-10-02","VU4F1920045","16"
"421","http://www.google.com","2022-09-22","2022-10-02","VU4F1920049","15"
"422","http://www.google.com","2022-09-19","2022-10-02","VU4F1920043","31"
"423","http://www.google.com","2022-09-20","2022-10-02","VU4F1920001","16"
